taxa	abundance
Erysipelotrichaceae bacterium 3_1_53	0.0177
Erysipelotrichaceae bacterium 5_2_54FAA	0.0055
Escherichia coli	0.0077
Ethanoligenens harbinense	0.0210
Eubacterium cellulosolvens	0.0011
Eubacterium eligens	0.0177
Eubacterium hallii	0.0044
Eubacterium rectale	0.0088
Eubacterium saphenum	0.0022
Eubacterium siraeum	0.0066
Eubacterium ventriosum	0.0022
Faecalibacterium prausnitzii	0.0498
Fibrobacter succinogenes	0.0011
Flavobacteria bacterium MS024-2A	0.0011
Gallionella capsiferriformans	0.0011
Gemella morbillorum	0.0011
Hoeflea phototrophica	0.0011
Hyphomicrobium denitrificans	0.0011
Klebsiella pneumoniae	0.0011
Kordia algicida	0.0011
Lactobacillus acidophilus	0.0022
Lactobacillus plantarum	0.0011
Lactobacillus reuteri	0.0033
Lactobacillus sakei	0.0011
Laribacter hongkongensis	0.0011
Lawsonia intracellularis	0.0011
Leptotrichia goodfellowii	0.0011
Listeria monocytogenes	0.0011
Macrococcus caseolyticus	0.0011
Magnetococcus sp. MC-1	0.0022
Mariprofundus ferrooxydans	0.0011
Marvinbryantia formatexigens	0.0332
Methanococcoides burtonii	0.0011
Methylacidiphilum infernorum	0.0011
Methylobacterium radiotolerans	0.0011
Micromonospora sp. L5	0.0011
Moorella thermoacetica	0.0011
Mycobacterium tuberculosis	0.0011
Mycoplasma pulmonis	0.0011
Neisseria sp. oral taxon 014	0.0011
Oribacterium sinus	0.0011
Oxalobacter formigenes	0.0177
Parabacteroides distasonis	0.0210
Parabacteroides johnsonii	0.0055
Parabacteroides merdae	0.0033
Parabacteroides sp. D13	0.0011
Phaeobacter gallaeciensis	0.0011
Planctomyces maris	0.0011
Polaribacter sp. MED152	0.0011
Polaromonas naphthalenivorans	0.0011
Polynucleobacter necessarius	0.0011
Porphyromonas gingivalis	0.0011
Prochlorococcus marinus	0.0011
Propionibacterium acnes	0.0011
Psychromonas ingrahamii	0.0011
Rhodomicrobium vannielii	0.0011
Rhodopseudomonas palustris	0.0011
Rickettsia prowazekii	0.0011
Roseburia intestinalis	0.0022
Roseburia inulinivorans	0.0022
Ruminococcus albus	0.0066
Ruminococcus bromii	0.0166
Ruminococcus flavefaciens	0.0044
Ruminococcus gnavus	0.0011
Ruminococcus lactaris	0.0011
Ruminococcus obeum	0.0277
Ruminococcus sp. 18P13	0.0022
Ruminococcus sp. 5_1_39BFAA	0.0177
Ruminococcus sp. SR1/5	0.0144
Ruminococcus torques	0.0044
Shuttleworthia satelles	0.0022
Sphingobacterium spiritivorum	0.0011
Staphylococcus aureus	0.0011
Streptococcus pneumoniae	0.0011
Subdoligranulum variabile	0.0310
Sulfolobus islandicus	0.0011
Thermanaerovibrio acidaminovorans	0.0011
Thermotoga petrophila	0.0011
Thiobacillus denitrificans	0.0011
Wigglesworthia glossinidia	0.0011
[Bacteroides] pectinophilus	0.0022
unclassified	0.1173
