taxa	abundance
Faecalibacterium prausnitzii	0.0701
Fervidobacterium nodosum	0.0010
Fibrobacter succinogenes	0.0030
Finegoldia magna	0.0010
Haemophilus influenzae	0.0010
Helicobacter hepaticus	0.0020
Hyphomonas neptunium	0.0030
Kordia algicida	0.0010
Lachnospiraceae bacterium 8_1_57FAA	0.0010
Lactobacillus crispatus	0.0020
Lactobacillus jensenii	0.0010
Lactobacillus johnsonii	0.0010
Lactobacillus reuteri	0.0020
Leptothrix cholodnii	0.0010
Limnobacter sp. MED105	0.0030
Listeria monocytogenes	0.0010
Marvinbryantia formatexigens	0.0430
Megasphaera genomosp. type_1	0.0020
Mesoplasma florum	0.0010
Methanococcoides burtonii	0.0010
Methylacidiphilum infernorum	0.0030
Methylobacillus flagellatus	0.0010
Micromonospora sp. ATCC 39149	0.0010
Mycoplasma conjunctivae	0.0010
Mycoplasma genitalium	0.0010
Nitrosopumilus maritimus	0.0010
Oenococcus oeni	0.0020
Oribacterium sinus	0.0010
Oxalobacter formigenes	0.0110
Parabacteroides distasonis	0.0020
Parabacteroides johnsonii	0.0100
Parabacteroides merdae	0.0050
Paracoccus denitrificans	0.0010
Parvibaculum lavamentivorans	0.0010
Picrophilus torridus	0.0010
Polynucleobacter necessarius	0.0010
Prevotella buccae	0.0010
Prochlorococcus marinus	0.0010
Propionibacterium acnes	0.0010
Pseudomonas aeruginosa	0.0010
Pseudomonas fluorescens	0.0010
Rhizobium leguminosarum	0.0010
Rhodobacter sphaeroides	0.0010
Rhodococcus equi	0.0010
Rickettsiella grylli	0.0010
Roseburia intestinalis	0.0150
Roseburia inulinivorans	0.0110
Roseobacter sp. SK209-2-6	0.0010
Ruminococcus albus	0.0080
Ruminococcus bromii	0.0140
Ruminococcus flavefaciens	0.0020
Ruminococcus gnavus	0.0030
Ruminococcus lactaris	0.0050
Ruminococcus obeum	0.0210
Ruminococcus sp. 18P13	0.0020
Ruminococcus sp. 5_1_39BFAA	0.0260
Ruminococcus sp. SR1/5	0.0160
Ruminococcus torques	0.0040
Salinibacter ruber	0.0010
Shigella dysenteriae	0.0010
Shuttleworthia satelles	0.0040
Staphylococcus aureus	0.0010
Streptococcus pneumoniae	0.0020
Subdoligranulum variabile	0.0430
Sulfurospirillum deleyianum	0.0010
Sutterella wadsworthensis	0.0010
Symbiobacterium thermophilum	0.0020
Syntrophomonas wolfei	0.0010
Thermotoga maritima	0.0010
Veillonella parvula	0.0010
Vibrio parahaemolyticus	0.0010
Xylella fastidiosa	0.0010
[Bacteroides] pectinophilus	0.0010
cyanobacterium UCYN-A	0.0010
unclassified	0.1321
