taxa	abundance
Streptococcus pneumoniae	0.0008
Streptococcus suis	0.0008
Subdoligranulum variabile	0.0185
Sulfolobus islandicus	0.0017
Syntrophomonas wolfei	0.0008
Syntrophus aciditrophicus	0.0008
Thermanaerovibrio acidaminovorans	0.0008
Thermoanaerobacterium thermosaccharolyticum	0.0017
Thermoplasma acidophilum	0.0008
Thermotoga petrophila	0.0008
Treponema vincentii	0.0008
Tropheryma whipplei	0.0008
Tsukamurella paurometabola	0.0008
Variovorax paradoxus	0.0008
[Bacteroides] pectinophilus	0.0050
marine actinobacterium PHSC20C1	0.0008
unclassified	0.1242
