taxa	abundance
Lactobacillus sakei	0.0020
Lactobacillus salivarius	0.0008
Lactococcus lactis	0.0014
Laribacter hongkongensis	0.0011
Lawsonia intracellularis	0.0017
Leeuwenhoekiella blandensis	0.0006
Legionella drancourtii	0.0011
Legionella longbeachae	0.0008
Legionella pneumophila	0.0034
Leptospira biflexa	0.0023
Leptospira borgpetersenii	0.0003
Leptospira interrogans	0.0011
Leptothrix cholodnii	0.0006
Leptotrichia goodfellowii	0.0008
Leptotrichia hofstadii	0.0008
Leuconostoc citreum	0.0003
Leuconostoc gasicomitatum	0.0006
Leuconostoc kimchii	0.0003
Leuconostoc mesenteroides	0.0008
Limnobacter sp. MED105	0.0017
Listeria monocytogenes	0.0079
Listeria seeligeri	0.0003
Lutiella nitroferrum	0.0003
Lyngbya sp. PCC 8106	0.0014
Macrococcus caseolyticus	0.0011
Magnetococcus sp. MC-1	0.0042
Magnetospirillum magnetotacticum	0.0006
Mannheimia haemolytica	0.0006
Mannheimia succiniciproducens	0.0003
Maribacter sp. HTCC2170	0.0008
Maricaulis maris	0.0020
Marinobacter algicola	0.0006
Marinomonas sp. MED121	0.0011
Marinomonas sp. MWYL1	0.0003
Mariprofundus ferrooxydans	0.0003
Maritimibacter alkaliphilus	0.0011
Marvinbryantia formatexigens	0.0008
Megasphaera genomosp. type_1	0.0006
Meiothermus silvanus	0.0003
Mesoplasma florum	0.0003
Mesorhizobium loti	0.0006
Mesorhizobium opportunistum	0.0011
Metallosphaera sedula	0.0008
Methanobrevibacter ruminantium	0.0008
Methanobrevibacter smithii	0.0006
Methanocaldococcus fervens	0.0003
Methanocaldococcus infernus	0.0003
Methanocaldococcus vulcanius	0.0003
Methanocella paludicola	0.0003
Methanococcoides burtonii	0.0006
Methanococcus aeolicus	0.0008
Methanococcus maripaludis	0.0003
Methanococcus vannielii	0.0003
Methanosaeta thermophila	0.0008
Methanosarcina acetivorans	0.0003
Methanosarcina mazei	0.0003
Methanosphaera stadtmanae	0.0003
Methanosphaerula palustris	0.0003
Methylacidiphilum infernorum	0.0017
Methylibium petroleiphilum	0.0006
Methylobacterium chloromethanicum	0.0017
Methylobacterium sp. 4-46	0.0006
Methylocella silvestris	0.0014
Methylococcus capsulatus	0.0017
Methylophaga thiooxydans	0.0011
Methylophilales bacterium HTCC2181	0.0014
Methylotenera mobilis	0.0003
Methylovorus sp. MP688	0.0006
Micrococcus luteus	0.0014
Microcystis aeruginosa	0.0031
Micromonospora aurantiaca	0.0011
Micromonospora sp. ATCC 39149	0.0006
Micromonospora sp. L5	0.0003
Microscilla marina	0.0088
Mitsuokella multacida	0.0003
Mobiluncus mulieris	0.0011
Mycobacterium abscessus	0.0008
Mycobacterium leprae	0.0006
Mycobacterium marinum	0.0006
Mycobacterium smegmatis	0.0006
Mycobacterium tuberculosis	0.0020
Mycobacterium vanbaalenii	0.0003
Mycoplasma bovis	0.0011
Mycoplasma conjunctivae	0.0006
Mycoplasma fermentans	0.0003
Mycoplasma gallisepticum	0.0011
Mycoplasma genitalium	0.0014
Mycoplasma hominis	0.0011
Mycoplasma hyopneumoniae	0.0006
Mycoplasma leachii	0.0006
Mycoplasma mobile	0.0008
Mycoplasma mycoides	0.0011
Mycoplasma penetrans	0.0025
Mycoplasma pneumoniae	0.0011
Mycoplasma pulmonis	0.0020
Mycoplasma synoviae	0.0006
Natranaerobius thermophilus	0.0017
Nautilia profundicola	0.0006
Neisseria cinerea	0.0003
Neisseria flavescens	0.0003
Neisseria meningitidis	0.0006
Neisseria sp. oral taxon 014	0.0006
Neorickettsia risticii	0.0011
Neorickettsia sennetsu	0.0003
Neptuniibacter caesariensis	0.0003
Nitratiruptor sp. SB155-2	0.0025
Nitrobacter hamburgensis	0.0006
Nitrobacter sp. Nb-311A	0.0003
Nitrobacter winogradskyi	0.0008
Nitrococcus mobilis	0.0006
Nitrosococcus oceani	0.0006
Nitrosomonas europaea	0.0006
Nitrosomonas eutropha	0.0006
Nitrosospira multiformis	0.0017
Nocardia farcinica	0.0008
Nocardiopsis dassonvillei	0.0008
Nodularia spumigena	0.0008
Nostoc punctiforme	0.0006
Nostoc sp. PCC 7120	0.0003
Oceanibulbus indolifex	0.0011
Oceanicaulis sp. HTCC2633	0.0025
Oceanicola granulosus	0.0003
Oceanobacillus iheyensis	0.0003
Octadecabacter antarcticus	0.0034
Oenococcus oeni	0.0051
Oligotropha carboxidovorans	0.0003
Olsenella uli	0.0020
Onion yellows phytoplasma	0.0011
Opitutaceae bacterium TAV2	0.0011
Opitutus terrae	0.0011
Oribacterium sinus	0.0006
Oribacterium sp. oral taxon 078	0.0006
Orientia tsutsugamushi	0.0071
Oxalobacter formigenes	0.0003
Paenibacillus curdlanolyticus	0.0003
Paenibacillus polymyxa	0.0003
Paenibacillus sp. Y412MC10	0.0006
Paenibacillus sp. oral taxon 786	0.0003
Pantoea ananatis	0.0014
Pantoea vagans	0.0003
Parabacteroides distasonis	0.0003
Parabacteroides merdae	0.0003
Paracoccus denitrificans	0.0003
Parvibaculum lavamentivorans	0.0011
Parvimonas micra	0.0008
Parvularcula bermudensis	0.0057
Pasteurella dagmatis	0.0008
Pasteurella multocida	0.0003
Pectobacterium carotovorum	0.0059
Pectobacterium wasabiae	0.0003
Pediococcus acidilactici	0.0003
Pediococcus pentosaceus	0.0003
Pedobacter heparinus	0.0014
Pedobacter sp. BAL39	0.0008
Pelobacter carbinolicus	0.0017
Pelobacter propionicus	0.0011
Pelodictyon luteolum	0.0006
Pelodictyon phaeoclathratiforme	0.0003
Pelotomaculum thermopropionicum	0.0006
Peptoniphilus lacrimalis	0.0008
Peptostreptococcus anaerobius	0.0006
Peptostreptococcus stomatis	0.0011
Persephonella marina	0.0008
Petrotoga mobilis	0.0017
Phaeobacter gallaeciensis	0.0006
Phenylobacterium zucineum	0.0011
Photobacterium profundum	0.0014
Picrophilus torridus	0.0003
Pirellula staleyi	0.0023
Polaribacter sp. MED152	0.0003
Polaromonas naphthalenivorans	0.0014
Polaromonas sp. JS666	0.0008
Polynucleobacter necessarius	0.0003
Porphyromonas endodontalis	0.0011
Porphyromonas gingivalis	0.0006
Prevotella bivia	0.0006
Prevotella bryantii	0.0003
Prevotella buccae	0.0008
Prevotella copri	0.0006
Prevotella melaninogenica	0.0011
Prevotella oris	0.0008
Prevotella sp. oral taxon 299	0.0008
Prevotella tannerae	0.0003
Prochlorococcus marinus	0.0164
Propionibacterium acnes	0.0082
Prosthecochloris aestuarii	0.0003
Proteus mirabilis	0.0003
Providencia rustigianii	0.0008
Pseudoalteromonas atlantica	0.0006
Pseudoalteromonas haloplanktis	0.0006
Pseudoalteromonas sp. SM9913	0.0003
Pseudomonas aeruginosa	0.0014
Pseudomonas fluorescens	0.0014
Pseudomonas putida	0.0003
Pseudomonas savastanoi	0.0008
Pseudomonas stutzeri	0.0006
Pseudovibrio sp. JE062	0.0006
Pseudoxanthomonas suwonensis	0.0003
Psychrobacter cryohalolentis	0.0008
Psychrobacter sp. PRwf-1	0.0006
Psychroflexus torquis	0.0014
Psychromonas ingrahamii	0.0003
Pyramidobacter piscolens	0.0006
Pyrobaculum aerophilum	0.0006
Pyrobaculum calidifontis	0.0003
Pyrobaculum islandicum	0.0006
Pyrococcus abyssi	0.0006
Pyrococcus furiosus	0.0003
Ralstonia solanacearum	0.0017
Raphidiopsis brookii	0.0003
Renibacterium salmoninarum	0.0011
Rhizobium etli	0.0091
Rhizobium leguminosarum	0.0008
Rhodobacter sphaeroides	0.0011
Rhodobacteraceae bacterium HTCC2150	0.0008
Rhodobacteraceae bacterium KLH11	0.0006
Rhodococcus erythropolis	0.0014
Rhodococcus opacus	0.0008
Rhodomicrobium vannielii	0.0003
Rhodopirellula baltica	0.0006
Rhodopseudomonas palustris	0.0059
Rhodospirillum centenum	0.0020
Rhodospirillum rubrum	0.0017
Rickettsia akari	0.0008
Rickettsia bellii	0.0017
Rickettsia canadensis	0.0023
Rickettsia endosymbiont of Ixodes scapularis	0.0003
Rickettsia peacockii	0.0037
Rickettsia prowazekii	0.0003
Rickettsia typhi	0.0006
Rickettsiella grylli	0.0008
Robiginitalea biformata	0.0003
Roseburia intestinalis	0.0006
Roseburia inulinivorans	0.0008
Roseibium sp. TrichSKD4	0.0011
Roseiflexus castenholzii	0.0006
Roseiflexus sp. RS-1	0.0008
Roseobacter denitrificans	0.0008
Roseobacter sp. GAI101	0.0008
Roseobacter sp. MED193	0.0003
Roseovarius sp. 217	0.0011
Roseovarius sp. TM1035	0.0003
Rothia dentocariosa	0.0014
Rothia mucilaginosa	0.0006
Rubrobacter xylanophilus	0.0006
Ruegeria lacuscaerulensis	0.0003
Ruegeria pomeroyi	0.0003
Ruegeria sp. TM1040	0.0006
Ruminococcus bromii	0.0011
Ruminococcus flavefaciens	0.0003
Ruminococcus lactaris	0.0003
Ruminococcus obeum	0.0008
Ruminococcus sp. 18P13	0.0003
Ruminococcus sp. 5_1_39BFAA	0.0003
Ruminococcus torques	0.0003
Saccharomonospora viridis	0.0020
Saccharophagus degradans	0.0003
Saccharopolyspora erythraea	0.0014
Sagittula stellata	0.0003
Salinibacter ruber	0.0020
Salinispora arenicola	0.0003
Salmonella enterica	0.0062
Sebaldella termitidis	0.0006
Selenomonas noxia	0.0006
Selenomonas sputigena	0.0003
Serratia odorifera	0.0008
Serratia proteamaculans	0.0006
Shewanella amazonensis	0.0006
Shewanella baltica	0.0014
Shewanella benthica	0.0011
Shewanella sediminis	0.0006
Shewanella sp. MR-7	0.0008
Shewanella violacea	0.0006
Shewanella woodyi	0.0006
Shuttleworthia satelles	0.0003
Simonsiella muelleri	0.0011
Sinorhizobium fredii	0.0003
Sinorhizobium meliloti	0.0011
Slackia exigua	0.0003
Slackia heliotrinireducens	0.0008
Solobacterium moorei	0.0003
Sorangium cellulosum	0.0023
Sphaerobacter thermophilus	0.0003
Sphingobacterium spiritivorum	0.0014
Sphingobium japonicum	0.0011
Sphingopyxis alaskensis	0.0023
Spirosoma linguale	0.0003
Staphylococcus aureus	0.0122
Staphylococcus epidermidis	0.0014
Staphylococcus lugdunensis	0.0011
Staphylococcus saprophyticus	0.0003
Stenotrophomonas sp. SKA14	0.0003
Stigmatella aurantiaca	0.0008
Streptobacillus moniliformis	0.0020
Streptococcus agalactiae	0.0017
Streptococcus anginosus	0.0008
Streptococcus equi	0.0011
Streptococcus infantarius	0.0008
Streptococcus mutans	0.0017
Streptococcus pneumoniae	0.0014
Streptococcus pyogenes	0.0028
Streptococcus suis	0.0011
Streptococcus uberis	0.0006
Streptomyces albus	0.0085
Streptomyces clavuligerus	0.0003
Streptomyces filamentosus	0.0006
Streptomyces griseoflavus	0.0006
Streptomyces griseus	0.0003
Streptomyces scabiei	0.0006
Streptomyces sp. Mg1	0.0003
Streptomyces sp. SPB74	0.0003
Streptomyces sp. e14	0.0006
Streptomyces viridochromogenes	0.0003
Streptosporangium roseum	0.0008
Subdoligranulum variabile	0.0003
Sulfitobacter sp. EE-36	0.0003
Sulfitobacter sp. NAS-14.1	0.0003
Sulfolobus acidocaldarius	0.0003
Sulfolobus islandicus	0.0031
Sulfolobus solfataricus	0.0023
Sulfolobus tokodaii	0.0003
Sulfurihydrogenibium azorense	0.0008
Sulfurimonas denitrificans	0.0003
Symbiobacterium thermophilum	0.0025
Synechococcus elongatus	0.0008
Synechococcus sp. CB0101	0.0008
Synechococcus sp. CB0205	0.0006
Synechococcus sp. CC9311	0.0003
Synechococcus sp. JA-2-3B'a(2-13)	0.0008
Synechococcus sp. JA-3-3Ab	0.0006
Synechococcus sp. PCC 7002	0.0017
Synechococcus sp. RCC307	0.0008
Synechococcus sp. RS9916	0.0003
Synechococcus sp. RS9917	0.0003
Synechococcus sp. WH 5701	0.0008
Synechococcus sp. WH 7803	0.0003
Synechococcus sp. WH 8102	0.0003
Synechocystis sp. PCC 6803	0.0017
Syntrophobacter fumaroxidans	0.0011
Syntrophomonas wolfei	0.0025
Syntrophus aciditrophicus	0.0020
Teredinibacter turnerae	0.0003
Thauera sp. MZ1T	0.0008
Thermoanaerobacter italicus	0.0003
Thermoanaerobacterium thermosaccharolyticum	0.0006
Thermobifida fusca	0.0011
Thermococcus onnurineus	0.0008
Thermococcus sibiricus	0.0008
Thermocrinis albus	0.0006
Thermodesulfovibrio yellowstonii	0.0034
Thermofilum pendens	0.0025
Thermomicrobium roseum	0.0014
Thermomonospora curvata	0.0008
Thermoplasma volcanium	0.0014
Thermoproteus neutrophilus	0.0006
Thermosinus carboxydivorans	0.0006
Thermosipho melanesiensis	0.0006
Thermotoga lettingae	0.0031
Thermotoga maritima	0.0006
Thermotoga naphthophila	0.0008
Thermotoga neapolitana	0.0003
Thermotoga sp. RQ2	0.0003
Thermus aquaticus	0.0003
Thermus thermophilus	0.0003
Thioalkalivibrio sulfidophilus	0.0006
Thiobacillus denitrificans	0.0003
Thiomonas intermedia	0.0023
Tolypothrix sp. PCC 7601 = UTEX LB 481	0.0008
Treponema denticola	0.0006
Treponema pallidum	0.0008
Treponema vincentii	0.0006
Trichodesmium erythraeum	0.0023
Tropheryma whipplei	0.0051
Ureaplasma parvum	0.0003
